group,order_id,body_weight,foot__volume_left,foot_volume_right,arthritis_score,tail_inflammation,tail_nodules,ear_erythema,onset_time,day
HFD,17,225.2,5.613,5.451,14,3,1,0,NA,8/19/2017
HFD,18,271.2,6.096,6.808,13,2,1,0,NA,8/19/2017
HFD,19,206.3,2.363,5.042,10,1,0,0,NA,8/19/2017
HFD,20,248.9,8.166,9.921,13,3,1,0,NA,8/19/2017
HFD,21,240.3,7.054,5.968,14,3,1,2,NA,8/19/2017
MTX,22,243.4,3.672,4.139,6,1,0,0,NA,8/19/2017
MTX,23,305.1,3.101,1.973,2,1,0,0,NA,8/19/2017
MTX,24,240.2,3.048,3.244,10,3,0,1,NA,8/19/2017
MTX,25,281.3,3.586,2.608,4,2,0,0,NA,8/19/2017
MTX,26,272.1,6.185,6.139,11,3,0,0,NA,8/19/2017
MTX,27,248.9,3.581,4.603,8,3,1,1,NA,8/19/2017
MTX,28,253.9,5.393,5.187,8,0,1,0,NA,8/19/2017
ZQFTN,29,230.3,8.21,8.31,14,2,1,0,NA,8/19/2017
ZQFTN,30,286.2,5.495,6.016,6,1,0,2,NA,8/19/2017
ZQFTN,31,254.7,8.904,8.57,8,1,0,0,NA,8/19/2017
ZQFTN,32,268.8,3.697,4.48,10,2,0,1,NA,8/19/2017
ZQFTN,33,156.7,4.449,4.823,14,1,0,0,NA,8/19/2017
ZQFTN,34,204.2,6.952,7.484,14,3,0,0,NA,8/19/2017
ZQFTN,35,271.6,8.602,7.5,14,2,0,0,NA,8/19/2017
GJK,36,226.2,4.397,5.24,12,1,0,0,NA,8/19/2017
GJK,37,257.6,4.66,5.469,10,1,1,2,NA,8/19/2017
GJK,38,266.2,2.314,3.819,6,3,1,0,NA,8/19/2017
GJK,39,201.7,6.829,6.871,8,2,0,0,NA,8/19/2017
GJK,40,221.5,6.93,3.858,7,1,0,0,NA,8/19/2017
GJK,41,245.3,7.826,5.306,8,1,0,0,NA,8/19/2017
GJK,42,295,3.12,2.221,3,1,0,0,NA,8/19/2017
Lcasei,43,258.2,5.879,5.21,9,1,0,0,NA,8/19/2017
Lcasei,44,220.1,5.717,4.435,8,1,1,2,NA,8/19/2017
Lcasei,45,280.6,3.107,3.74,6,3,1,1,NA,8/19/2017
Lcasei,46,287.2,2.941,3.907,4,1,0,0,NA,8/19/2017
Lcasei,47,284.2,3.949,9.785,9,1,0,0,NA,8/19/2017
Lcasei,48,240.2,7.049,7.615,14,1,0,0,NA,8/19/2017
Lcasei,49,356.7,2.235,2.127,1,1,0,0,NA,8/19/2017
